,Engine Address,Message Descriptor,Sequence Number,Data byte count,RPM (setpoint),RPM (setpoint %),RPM (actual),RPM (actual %),EGT,Pump Volts (setpoint),Pump Volts (actual),State,Battery Volts,Battery Volt Level %,Battery Current,Airspeed,PWM-THR,PWM-AUX,CRC16_Given,CRC16_Calculated
0,1,1,1,26,0,0.0,3000,0.0,88.4,0.0,0.0,0,11.98,35.0,0.79,0.0,0.0,0.0,62598,62598
1,1,1,1,26,0,0.0,3000,0.0,88.4,0.0,0.0,0,11.98,35.0,0.79,0.0,0.0,0.0,62598,62598
2,1,1,1,26,0,0.0,2990,0.0,88.10000000000001,0.0,0.0,0,11.98,35.0,0.79,0.0,0.0,0.0,8369,8369
3,1,1,1,26,0,0.0,2990,0.0,88.10000000000001,0.0,0.0,0,11.98,35.0,0.79,0.0,0.0,0.0,8369,8369
4,1,1,1,26,0,0.0,2990,0.0,87.80000000000001,0.0,0.0,0,11.98,34.5,0.8,0.0,0.0,0.0,41535,41535
5,1,1,1,26,0,0.0,2990,0.0,87.80000000000001,0.0,0.0,0,11.98,34.5,0.8,0.0,0.0,0.0,41535,41535
6,1,1,1,26,0,0.0,2990,0.0,87.4,0.0,0.0,0,11.98,34.5,0.79,0.0,0.0,0.0,20030,20030
7,1,1,1,26,0,0.0,2990,0.0,87.4,0.0,0.0,0,11.98,34.5,0.79,0.0,0.0,0.0,20030,20030
8,1,1,1,26,0,0.0,2990,0.0,87.0,0.0,0.0,0,11.98,34.5,0.79,0.0,0.0,0.0,36474,36474
9,1,1,1,26,0,0.0,2990,0.0,87.0,0.0,0.0,0,11.98,34.5,0.79,0.0,0.0,0.0,36474,36474
10,1,1,1,26,0,0.0,2990,0.0,86.60000000000001,0.0,0.0,0,11.99,34.0,0.8,0.0,0.0,0.0,929,929
11,1,1,1,26,0,0.0,2990,0.0,86.60000000000001,0.0,0.0,0,11.99,34.0,0.8,0.0,0.0,0.0,929,929
12,1,1,1,26,0,0.0,2990,0.0,86.2,0.0,0.0,0,11.99,34.0,0.8,0.0,0.0,0.0,56006,56006
13,1,1,1,26,0,0.0,2990,0.0,85.9,0.0,0.0,0,11.99,33.5,0.8,0.0,0.0,0.0,25367,25367
14,1,1,1,26,0,0.0,2990,0.0,85.9,0.0,0.0,0,11.99,33.5,0.8,0.0,0.0,0.0,25367,25367
15,1,1,1,26,0,0.0,2990,0.0,85.7,0.0,0.0,0,11.99,33.5,0.81,0.0,0.0,0.0,56540,56540
16,1,1,1,26,0,0.0,2990,0.0,85.7,0.0,0.0,0,11.99,33.5,0.81,0.0,0.0,0.0,56540,56540
17,1,1,1,26,0,0.0,2980,0.0,85.4,0.0,0.0,0,11.99,33.5,0.81,0.0,0.0,0.0,7141,7141
18,1,1,1,26,0,0.0,2980,0.0,85.4,0.0,0.0,0,11.99,33.5,0.81,0.0,0.0,0.0,7141,7141
19,1,1,1,26,0,0.0,2980,0.0,85.10000000000001,0.0,0.0,0,12.0,33.0,0.8200000000000001,0.0,0.0,0.0,53707,53707
20,1,1,1,26,0,0.0,2980,0.0,85.10000000000001,0.0,0.0,0,12.0,33.0,0.8200000000000001,0.0,0.0,0.0,53707,53707
21,1,1,1,26,0,0.0,2980,0.0,84.60000000000001,0.0,0.0,0,12.0,33.0,0.81,0.0,0.0,0.0,41231,41231
22,1,1,1,26,0,0.0,2980,0.0,84.60000000000001,0.0,0.0,0,12.0,33.0,0.81,0.0,0.0,0.0,41231,41231
23,1,1,1,26,0,0.0,2980,0.0,84.30000000000001,0.0,0.0,0,12.0,32.5,0.8200000000000001,0.0,0.0,0.0,36693,36693
24,1,1,1,26,0,0.0,2980,0.0,84.30000000000001,0.0,0.0,0,12.0,32.5,0.8200000000000001,0.0,0.0,0.0,36693,36693
