,Engine Address,Message Descriptor,Sequence Number,Data byte count,RPM (setpoint),RPM (setpoint %),RPM (actual),RPM (actual %),EGT,Pump Volts (setpoint),Pump Volts (actual),State,Battery Volts,Battery Volt Level %,Battery Current,Airspeed,PWM-THR,PWM-AUX,CRC16_Given,CRC16_Calculated
0,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
1,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
2,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
3,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
4,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
5,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
6,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
7,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
8,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
9,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
10,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
11,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
12,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
13,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
14,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
15,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
16,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
17,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
18,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
19,1,1,0,26,0,0.0,0,0.0,20.3,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,23551,23551
20,1,1,0,26,0,0.0,0,0.0,20.400000000000002,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,11218,11218
21,1,1,0,26,0,0.0,0,0.0,20.400000000000002,0.0,0.0,0,11.620000000000001,74.5,0.19,0.0,0.0,0.0,11218,11218
