,Engine Address,Message Descriptor,Sequence Number,Data byte count,RPM (setpoint),RPM (setpoint %),RPM (actual),RPM (actual %),EGT,Pump Volts (setpoint),Pump Volts (actual),State,Battery Volts,Battery Volt Level %,Battery Current,Airspeed,PWM-THR,PWM-AUX,CRC16_Given,CRC16_Calculated
0,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
1,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.2,0.0,0.0,0.0,7956,7956
2,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.2,0.0,0.0,0.0,7956,7956
3,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
4,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
5,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
6,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
7,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
8,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
9,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
10,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
11,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
12,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
13,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
14,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
15,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
16,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
17,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
18,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
19,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.2,0.0,0.0,0.0,7956,7956
20,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.2,0.0,0.0,0.0,7956,7956
21,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
22,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
23,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
24,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
25,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
26,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
27,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.2,0.0,0.0,0.0,7956,7956
28,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.2,0.0,0.0,0.0,7956,7956
29,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
30,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
31,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
32,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
33,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
34,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
35,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
36,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
37,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
38,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
39,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
40,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
41,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
42,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
43,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
44,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
45,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
46,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
47,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
48,1,1,1,26,0,0.0,0,0.0,23.700000000000003,0.0,0.0,0,11.450000000000001,94.0,0.19,0.0,0.0,0.0,55308,55308
