"Device: E-TC"
"Serial Number: 20ABC75"
"Channel Count: 3"
"Sample Count: 30582"
"Start Time: 1/9/2023 12:19:43.95 PM"
"Scan Rate: 100"
"Sample","Date/Time","AI0 (°C)","AI1 (°C)","AI2 (°C)"
"8528","1/9/2023 12:21:09.33 PM","11.630806923","397.435729980","18.569808960"
"8529","1/9/2023 12:21:09.34 PM","11.630806923","397.435729980","18.569808960"
"8530","1/9/2023 12:21:09.35 PM","11.630806923","397.435729980","18.569808960"
"8531","1/9/2023 12:21:09.36 PM","11.630806923","397.435729980","18.569808960"
"8532","1/9/2023 12:21:09.37 PM","11.630806923","397.435729980","18.569808960"
"8533","1/9/2023 12:21:09.38 PM","11.630806923","397.435729980","18.569808960"
"8534","1/9/2023 12:21:09.39 PM","11.630806923","397.435729980","18.569808960"
"8535","1/9/2023 12:21:09.40 PM","11.630806923","397.435729980","18.569808960"
"8536","1/9/2023 12:21:09.41 PM","11.630806923","397.435729980","18.569808960"
"8537","1/9/2023 12:21:09.42 PM","11.634904861","397.435729980","18.569808960"
"8538","1/9/2023 12:21:09.43 PM","11.634904861","397.435729980","18.569808960"
"8539","1/9/2023 12:21:09.44 PM","11.634904861","397.435729980","18.569808960"
"8540","1/9/2023 12:21:09.45 PM","11.634904861","397.435729980","18.569808960"
"8541","1/9/2023 12:21:09.46 PM","11.634904861","397.435729980","18.569808960"
"8542","1/9/2023 12:21:09.47 PM","11.634904861","397.435729980","18.569808960"
"8543","1/9/2023 12:21:09.48 PM","11.634904861","395.818481445","18.569808960"
"8544","1/9/2023 12:21:09.49 PM","11.634904861","395.818481445","18.569808960"
"8545","1/9/2023 12:21:09.50 PM","11.634904861","395.818481445","18.569808960"
"8546","1/9/2023 12:21:09.51 PM","11.634904861","395.818481445","18.569808960"
"8547","1/9/2023 12:21:09.52 PM","11.634904861","395.818481445","18.569808960"
"8548","1/9/2023 12:21:09.53 PM","11.634904861","395.818481445","18.523792267"
"8549","1/9/2023 12:21:09.54 PM","11.634904861","395.818481445","18.523792267"
"8550","1/9/2023 12:21:09.55 PM","11.634904861","395.818481445","18.523792267"
"8551","1/9/2023 12:21:09.56 PM","11.634904861","395.818481445","18.523792267"
"8552","1/9/2023 12:21:09.57 PM","11.634904861","395.818481445","18.523792267"
"8553","1/9/2023 12:21:09.58 PM","11.634904861","395.818481445","18.523792267"
"8554","1/9/2023 12:21:09.59 PM","11.634904861","395.818481445","18.523792267"
"8555","1/9/2023 12:21:09.60 PM","11.634904861","395.818481445","18.523792267"
"8556","1/9/2023 12:21:09.61 PM","11.634904861","395.818481445","18.523792267"
"8557","1/9/2023 12:21:09.62 PM","11.634904861","395.818481445","18.523792267"
"8558","1/9/2023 12:21:09.63 PM","11.634904861","395.818481445","18.523792267"
"8559","1/9/2023 12:21:09.64 PM","11.634904861","395.818481445","18.523792267"
"8560","1/9/2023 12:21:09.65 PM","11.634904861","395.818481445","18.523792267"
"8561","1/9/2023 12:21:09.66 PM","11.634904861","395.818481445","18.523792267"
"8562","1/9/2023 12:21:09.67 PM","11.634904861","395.818481445","18.523792267"
"8563","1/9/2023 12:21:09.68 PM","11.634904861","395.818481445","18.523792267"
"8564","1/9/2023 12:21:09.69 PM","11.654893875","395.818481445","18.523792267"
"8565","1/9/2023 12:21:09.70 PM","11.654893875","395.818481445","18.523792267"
"8566","1/9/2023 12:21:09.71 PM","11.654893875","395.818481445","18.523792267"
"8567","1/9/2023 12:21:09.72 PM","11.654893875","395.818481445","18.523792267"
"8568","1/9/2023 12:21:09.73 PM","11.654893875","395.818481445","18.523792267"
"8569","1/9/2023 12:21:09.74 PM","11.654893875","394.435760498","18.523792267"
"8570","1/9/2023 12:21:09.75 PM","11.654893875","394.435760498","18.523792267"
"8571","1/9/2023 12:21:09.76 PM","11.654893875","394.435760498","18.523792267"
"8572","1/9/2023 12:21:09.77 PM","11.654893875","394.435760498","18.523792267"
"8573","1/9/2023 12:21:09.78 PM","11.654893875","394.435760498","18.523792267"
"8574","1/9/2023 12:21:09.79 PM","11.654893875","394.435760498","18.523792267"
"8575","1/9/2023 12:21:09.80 PM","11.654893875","394.435760498","18.474399567"
"8576","1/9/2023 12:21:09.81 PM","11.654893875","394.435760498","18.474399567"
"8577","1/9/2023 12:21:09.82 PM","11.654893875","394.435760498","18.474399567"
"8578","1/9/2023 12:21:09.83 PM","11.654893875","394.435760498","18.474399567"
"8579","1/9/2023 12:21:09.84 PM","11.654893875","394.435760498","18.474399567"
"8580","1/9/2023 12:21:09.85 PM","11.654893875","394.435760498","18.474399567"
"8581","1/9/2023 12:21:09.86 PM","11.654893875","394.435760498","18.474399567"
"8582","1/9/2023 12:21:09.87 PM","11.654893875","394.435760498","18.474399567"
"8583","1/9/2023 12:21:09.88 PM","11.654893875","394.435760498","18.474399567"
"8584","1/9/2023 12:21:09.89 PM","11.654893875","394.435760498","18.474399567"
"8585","1/9/2023 12:21:09.90 PM","11.654893875","394.435760498","18.474399567"
"8586","1/9/2023 12:21:09.91 PM","11.654893875","394.435760498","18.474399567"
"8587","1/9/2023 12:21:09.92 PM","11.654893875","394.435760498","18.474399567"
"8588","1/9/2023 12:21:09.93 PM","11.654893875","394.435760498","18.474399567"
"8589","1/9/2023 12:21:09.94 PM","11.654893875","394.435760498","18.474399567"
"8590","1/9/2023 12:21:09.95 PM","11.654893875","394.435760498","18.474399567"
"8591","1/9/2023 12:21:09.96 PM","11.673987389","394.435760498","18.474399567"
"8592","1/9/2023 12:21:09.97 PM","11.673987389","394.435760498","18.474399567"
"8593","1/9/2023 12:21:09.98 PM","11.673987389","394.435760498","18.474399567"
"8594","1/9/2023 12:21:09.99 PM","11.673987389","394.435760498","18.474399567"
"8595","1/9/2023 12:21:10.00 PM","11.673987389","394.435760498","18.474399567"
"8596","1/9/2023 12:21:10.01 PM","11.673987389","393.223419189","18.474399567"
"8597","1/9/2023 12:21:10.02 PM","11.673987389","393.223419189","18.474399567"
"8598","1/9/2023 12:21:10.03 PM","11.673987389","393.223419189","18.474399567"
"8599","1/9/2023 12:21:10.04 PM","11.673987389","393.223419189","18.474399567"
"8600","1/9/2023 12:21:10.05 PM","11.673987389","393.223419189","18.474399567"
"8601","1/9/2023 12:21:10.06 PM","11.673987389","393.223419189","18.424627304"
"8602","1/9/2023 12:21:10.07 PM","11.673987389","393.223419189","18.424627304"
"8603","1/9/2023 12:21:10.08 PM","11.673987389","393.223419189","18.424627304"
"8604","1/9/2023 12:21:10.09 PM","11.673987389","393.223419189","18.424627304"
"8605","1/9/2023 12:21:10.10 PM","11.673987389","393.223419189","18.424627304"
"8606","1/9/2023 12:21:10.11 PM","11.673987389","393.223419189","18.424627304"
"8607","1/9/2023 12:21:10.12 PM","11.673987389","393.223419189","18.424627304"
"8608","1/9/2023 12:21:10.13 PM","11.673987389","393.223419189","18.424627304"
"8609","1/9/2023 12:21:10.14 PM","11.673987389","393.223419189","18.424627304"
"8610","1/9/2023 12:21:10.15 PM","11.673987389","393.223419189","18.424627304"
"8611","1/9/2023 12:21:10.16 PM","11.673987389","393.223419189","18.424627304"
"8612","1/9/2023 12:21:10.17 PM","11.673987389","393.223419189","18.424627304"
"8613","1/9/2023 12:21:10.18 PM","11.673987389","393.223419189","18.424627304"
"8614","1/9/2023 12:21:10.19 PM","11.673987389","393.223419189","18.424627304"
"8615","1/9/2023 12:21:10.20 PM","11.673987389","393.223419189","18.424627304"
"8616","1/9/2023 12:21:10.21 PM","11.673987389","393.223419189","18.424627304"
"8617","1/9/2023 12:21:10.22 PM","11.673987389","393.223419189","18.424627304"
"8618","1/9/2023 12:21:10.23 PM","11.688904762","393.223419189","18.424627304"
"8619","1/9/2023 12:21:10.24 PM","11.688904762","393.223419189","18.424627304"
"8620","1/9/2023 12:21:10.25 PM","11.688904762","393.223419189","18.424627304"
"8621","1/9/2023 12:21:10.26 PM","11.688904762","393.223419189","18.424627304"
"8622","1/9/2023 12:21:10.27 PM","11.688904762","393.223419189","18.424627304"
"8623","1/9/2023 12:21:10.28 PM","11.688904762","392.139617920","18.424627304"
"8624","1/9/2023 12:21:10.29 PM","11.688904762","392.139617920","18.424627304"
"8625","1/9/2023 12:21:10.30 PM","11.688904762","392.139617920","18.424627304"
"8626","1/9/2023 12:21:10.31 PM","11.688904762","392.139617920","18.424627304"
"8627","1/9/2023 12:21:10.32 PM","11.688904762","392.139617920","18.424627304"
"8628","1/9/2023 12:21:10.33 PM","11.688904762","392.139617920","18.377891541"
"8629","1/9/2023 12:21:10.34 PM","11.688904762","392.139617920","18.377891541"
"8630","1/9/2023 12:21:10.35 PM","11.688904762","392.139617920","18.377891541"
"8631","1/9/2023 12:21:10.36 PM","11.688904762","392.139617920","18.377891541"
"8632","1/9/2023 12:21:10.37 PM","11.688904762","392.139617920","18.377891541"
"8633","1/9/2023 12:21:10.38 PM","11.688904762","392.139617920","18.377891541"
"8634","1/9/2023 12:21:10.39 PM","11.688904762","392.139617920","18.377891541"
"8635","1/9/2023 12:21:10.40 PM","11.688904762","392.139617920","18.377891541"
"8636","1/9/2023 12:21:10.41 PM","11.688904762","392.139617920","18.377891541"
"8637","1/9/2023 12:21:10.42 PM","11.688904762","392.139617920","18.377891541"
"8638","1/9/2023 12:21:10.43 PM","11.688904762","392.139617920","18.377891541"
"8639","1/9/2023 12:21:10.44 PM","11.688904762","392.139617920","18.377891541"
"8640","1/9/2023 12:21:10.45 PM","11.688904762","392.139617920","18.377891541"
"8641","1/9/2023 12:21:10.46 PM","11.688904762","392.139617920","18.377891541"
"8642","1/9/2023 12:21:10.47 PM","11.688904762","392.139617920","18.377891541"
"8643","1/9/2023 12:21:10.48 PM","11.688904762","392.139617920","18.377891541"
"8644","1/9/2023 12:21:10.49 PM","11.707479477","392.139617920","18.377891541"
"8645","1/9/2023 12:21:10.50 PM","11.707479477","392.139617920","18.377891541"
"8646","1/9/2023 12:21:10.51 PM","11.707479477","392.139617920","18.377891541"
"8647","1/9/2023 12:21:10.52 PM","11.707479477","392.139617920","18.377891541"
"8648","1/9/2023 12:21:10.53 PM","11.707479477","392.139617920","18.377891541"
"8649","1/9/2023 12:21:10.54 PM","11.707479477","392.139617920","18.377891541"
"8650","1/9/2023 12:21:10.55 PM","11.707479477","391.251464844","18.377891541"
"8651","1/9/2023 12:21:10.56 PM","11.707479477","391.251464844","18.377891541"
"8652","1/9/2023 12:21:10.57 PM","11.707479477","391.251464844","18.377891541"
"8653","1/9/2023 12:21:10.58 PM","11.707479477","391.251464844","18.377891541"
"8654","1/9/2023 12:21:10.59 PM","11.707479477","391.251464844","18.377891541"
"8655","1/9/2023 12:21:10.60 PM","11.707479477","391.251464844","18.325500488"
"8656","1/9/2023 12:21:10.61 PM","11.707479477","391.251464844","18.325500488"
"8657","1/9/2023 12:21:10.62 PM","11.707479477","391.251464844","18.325500488"
"8658","1/9/2023 12:21:10.63 PM","11.707479477","391.251464844","18.325500488"
"8659","1/9/2023 12:21:10.64 PM","11.707479477","391.251464844","18.325500488"
"8660","1/9/2023 12:21:10.65 PM","11.707479477","391.251464844","18.325500488"
"8661","1/9/2023 12:21:10.66 PM","11.707479477","391.251464844","18.325500488"
"8662","1/9/2023 12:21:10.67 PM","11.707479477","391.251464844","18.325500488"
"8663","1/9/2023 12:21:10.68 PM","11.707479477","391.251464844","18.325500488"
"8664","1/9/2023 12:21:10.69 PM","11.707479477","391.251464844","18.325500488"
"8665","1/9/2023 12:21:10.70 PM","11.707479477","391.251464844","18.325500488"
"8666","1/9/2023 12:21:10.71 PM","11.707479477","391.251464844","18.325500488"
"8667","1/9/2023 12:21:10.72 PM","11.707479477","391.251464844","18.325500488"
"8668","1/9/2023 12:21:10.73 PM","11.707479477","391.251464844","18.325500488"
"8669","1/9/2023 12:21:10.74 PM","11.707479477","391.251464844","18.325500488"
"8670","1/9/2023 12:21:10.75 PM","11.707479477","391.251464844","18.325500488"
"8671","1/9/2023 12:21:10.76 PM","11.729853630","391.251464844","18.325500488"
"8672","1/9/2023 12:21:10.77 PM","11.729853630","391.251464844","18.325500488"
"8673","1/9/2023 12:21:10.78 PM","11.729853630","391.251464844","18.325500488"
"8674","1/9/2023 12:21:10.79 PM","11.729853630","391.251464844","18.325500488"
"8675","1/9/2023 12:21:10.80 PM","11.729853630","391.251464844","18.325500488"
"8676","1/9/2023 12:21:10.81 PM","11.729853630","390.453399658","18.325500488"
"8677","1/9/2023 12:21:10.82 PM","11.729853630","390.453399658","18.325500488"
"8678","1/9/2023 12:21:10.83 PM","11.729853630","390.453399658","18.325500488"
"8679","1/9/2023 12:21:10.84 PM","11.729853630","390.453399658","18.325500488"
"8680","1/9/2023 12:21:10.85 PM","11.729853630","390.453399658","18.325500488"
"8681","1/9/2023 12:21:10.86 PM","11.729853630","390.453399658","18.325500488"
"8682","1/9/2023 12:21:10.87 PM","11.729853630","390.453399658","18.265081406"
"8683","1/9/2023 12:21:10.88 PM","11.729853630","390.453399658","18.265081406"
"8684","1/9/2023 12:21:10.89 PM","11.729853630","390.453399658","18.265081406"
"8685","1/9/2023 12:21:10.90 PM","11.729853630","390.453399658","18.265081406"
"8686","1/9/2023 12:21:10.91 PM","11.729853630","390.453399658","18.265081406"
"8687","1/9/2023 12:21:10.92 PM","11.729853630","390.453399658","18.265081406"
"8688","1/9/2023 12:21:10.93 PM","11.729853630","390.453399658","18.265081406"
"8689","1/9/2023 12:21:10.94 PM","11.729853630","390.453399658","18.265081406"
"8690","1/9/2023 12:21:10.95 PM","11.729853630","390.453399658","18.265081406"
"8691","1/9/2023 12:21:10.96 PM","11.729853630","390.453399658","18.265081406"
"8692","1/9/2023 12:21:10.97 PM","11.729853630","390.453399658","18.265081406"
"8693","1/9/2023 12:21:10.98 PM","11.729853630","390.453399658","18.265081406"
"8694","1/9/2023 12:21:10.99 PM","11.729853630","390.453399658","18.265081406"
"8695","1/9/2023 12:21:11.00 PM","11.729853630","390.453399658","18.265081406"
"8696","1/9/2023 12:21:11.01 PM","11.729853630","390.453399658","18.265081406"
"8697","1/9/2023 12:21:11.02 PM","11.729853630","390.453399658","18.265081406"
"8698","1/9/2023 12:21:11.03 PM","11.735521317","390.453399658","18.265081406"
"8699","1/9/2023 12:21:11.04 PM","11.735521317","390.453399658","18.265081406"
"8700","1/9/2023 12:21:11.05 PM","11.735521317","390.453399658","18.265081406"
"8701","1/9/2023 12:21:11.06 PM","11.735521317","390.453399658","18.265081406"
"8702","1/9/2023 12:21:11.07 PM","11.735521317","390.453399658","18.265081406"
"8703","1/9/2023 12:21:11.08 PM","11.735521317","389.793090820","18.265081406"
"8704","1/9/2023 12:21:11.09 PM","11.735521317","389.793090820","18.265081406"
"8705","1/9/2023 12:21:11.10 PM","11.735521317","389.793090820","18.265081406"
"8706","1/9/2023 12:21:11.11 PM","11.735521317","389.793090820","18.265081406"
"8707","1/9/2023 12:21:11.12 PM","11.735521317","389.793090820","18.265081406"
"8708","1/9/2023 12:21:11.13 PM","11.735521317","389.793090820","18.204658508"
"8709","1/9/2023 12:21:11.14 PM","11.735521317","389.793090820","18.204658508"
"8710","1/9/2023 12:21:11.15 PM","11.735521317","389.793090820","18.204658508"
"8711","1/9/2023 12:21:11.16 PM","11.735521317","389.793090820","18.204658508"
"8712","1/9/2023 12:21:11.17 PM","11.735521317","389.793090820","18.204658508"
"8713","1/9/2023 12:21:11.18 PM","11.735521317","389.793090820","18.204658508"
"8714","1/9/2023 12:21:11.19 PM","11.735521317","389.793090820","18.204658508"
"8715","1/9/2023 12:21:11.20 PM","11.735521317","389.793090820","18.204658508"
"8716","1/9/2023 12:21:11.21 PM","11.735521317","389.793090820","18.204658508"
"8717","1/9/2023 12:21:11.22 PM","11.735521317","389.793090820","18.204658508"
"8718","1/9/2023 12:21:11.23 PM","11.735521317","389.793090820","18.204658508"
"8719","1/9/2023 12:21:11.24 PM","11.735521317","389.793090820","18.204658508"
"8720","1/9/2023 12:21:11.25 PM","11.735521317","389.793090820","18.204658508"
"8721","1/9/2023 12:21:11.26 PM","11.735521317","389.793090820","18.204658508"
"8722","1/9/2023 12:21:11.27 PM","11.735521317","389.793090820","18.204658508"
"8723","1/9/2023 12:21:11.28 PM","11.735521317","389.793090820","18.204658508"
"8724","1/9/2023 12:21:11.29 PM","11.762966156","389.793090820","18.204658508"
"8725","1/9/2023 12:21:11.30 PM","11.762966156","389.793090820","18.204658508"
"8726","1/9/2023 12:21:11.31 PM","11.762966156","389.793090820","18.204658508"
"8727","1/9/2023 12:21:11.32 PM","11.762966156","389.793090820","18.204658508"
"8728","1/9/2023 12:21:11.33 PM","11.762966156","389.793090820","18.204658508"
"8729","1/9/2023 12:21:11.34 PM","11.762966156","389.793090820","18.204658508"
"8730","1/9/2023 12:21:11.35 PM","11.762966156","389.216400146","18.204658508"
"8731","1/9/2023 12:21:11.36 PM","11.762966156","389.216400146","18.204658508"
"8732","1/9/2023 12:21:11.37 PM","11.762966156","389.216400146","18.204658508"
"8733","1/9/2023 12:21:11.38 PM","11.762966156","389.216400146","18.204658508"
"8734","1/9/2023 12:21:11.39 PM","11.762966156","389.216400146","18.204658508"
"8735","1/9/2023 12:21:11.40 PM","11.762966156","389.216400146","18.154920578"
"8736","1/9/2023 12:21:11.41 PM","11.762966156","389.216400146","18.154920578"
"8737","1/9/2023 12:21:11.42 PM","11.762966156","389.216400146","18.154920578"
"8738","1/9/2023 12:21:11.43 PM","11.762966156","389.216400146","18.154920578"
"8739","1/9/2023 12:21:11.44 PM","11.762966156","389.216400146","18.154920578"
"8740","1/9/2023 12:21:11.45 PM","11.762966156","389.216400146","18.154920578"
"8741","1/9/2023 12:21:11.46 PM","11.762966156","389.216400146","18.154920578"
"8742","1/9/2023 12:21:11.47 PM","11.762966156","389.216400146","18.154920578"
"8743","1/9/2023 12:21:11.48 PM","11.762966156","389.216400146","18.154920578"
"8744","1/9/2023 12:21:11.49 PM","11.762966156","389.216400146","18.154920578"
"8745","1/9/2023 12:21:11.50 PM","11.762966156","389.216400146","18.154920578"
"8746","1/9/2023 12:21:11.51 PM","11.762966156","389.216400146","18.154920578"
"8747","1/9/2023 12:21:11.52 PM","11.762966156","389.216400146","18.154920578"
"8748","1/9/2023 12:21:11.53 PM","11.762966156","389.216400146","18.154920578"
"8749","1/9/2023 12:21:11.54 PM","11.762966156","389.216400146","18.154920578"
"8750","1/9/2023 12:21:11.55 PM","11.762966156","389.216400146","18.154920578"
"8751","1/9/2023 12:21:11.56 PM","11.768414497","389.216400146","18.154920578"
"8752","1/9/2023 12:21:11.57 PM","11.768414497","389.216400146","18.154920578"
"8753","1/9/2023 12:21:11.58 PM","11.768414497","389.216400146","18.154920578"
"8754","1/9/2023 12:21:11.59 PM","11.768414497","389.216400146","18.154920578"
"8755","1/9/2023 12:21:11.60 PM","11.768414497","389.216400146","18.154920578"
"8756","1/9/2023 12:21:11.61 PM","11.768414497","389.216400146","18.154920578"
"8757","1/9/2023 12:21:11.62 PM","11.768414497","388.699096680","18.154920578"
"8758","1/9/2023 12:21:11.63 PM","11.768414497","388.699096680","18.154920578"
"8759","1/9/2023 12:21:11.64 PM","11.768414497","388.699096680","18.154920578"
"8760","1/9/2023 12:21:11.65 PM","11.768414497","388.699096680","18.154920578"
"8761","1/9/2023 12:21:11.66 PM","11.768414497","388.699096680","18.154920578"
"8762","1/9/2023 12:21:11.67 PM","11.768414497","388.699096680","18.116537094"
"8763","1/9/2023 12:21:11.68 PM","11.768414497","388.699096680","18.116537094"
"8764","1/9/2023 12:21:11.69 PM","11.768414497","388.699096680","18.116537094"
"8765","1/9/2023 12:21:11.70 PM","11.768414497","388.699096680","18.116537094"
"8766","1/9/2023 12:21:11.71 PM","11.768414497","388.699096680","18.116537094"
"8767","1/9/2023 12:21:11.72 PM","11.768414497","388.699096680","18.116537094"
"8768","1/9/2023 12:21:11.73 PM","11.768414497","388.699096680","18.116537094"
"8769","1/9/2023 12:21:11.74 PM","11.768414497","388.699096680","18.116537094"
"8770","1/9/2023 12:21:11.75 PM","11.768414497","388.699096680","18.116537094"
"8771","1/9/2023 12:21:11.76 PM","11.768414497","388.699096680","18.116537094"
"8772","1/9/2023 12:21:11.77 PM","11.768414497","388.699096680","18.116537094"
"8773","1/9/2023 12:21:11.78 PM","11.768414497","388.699096680","18.116537094"
"8774","1/9/2023 12:21:11.79 PM","11.768414497","388.699096680","18.116537094"
"8775","1/9/2023 12:21:11.80 PM","11.768414497","388.699096680","18.116537094"
"8776","1/9/2023 12:21:11.81 PM","11.768414497","388.699096680","18.116537094"
"8777","1/9/2023 12:21:11.82 PM","11.768414497","388.699096680","18.116537094"
"8778","1/9/2023 12:21:11.83 PM","11.773783684","388.699096680","18.116537094"
"8779","1/9/2023 12:21:11.84 PM","11.773783684","388.699096680","18.116537094"
"8780","1/9/2023 12:21:11.85 PM","11.773783684","388.699096680","18.116537094"
"8781","1/9/2023 12:21:11.86 PM","11.773783684","388.699096680","18.116537094"
"8782","1/9/2023 12:21:11.87 PM","11.773783684","388.699096680","18.116537094"
"8783","1/9/2023 12:21:11.88 PM","11.773783684","388.199188232","18.116537094"
"8784","1/9/2023 12:21:11.89 PM","11.773783684","388.199188232","18.116537094"
"8785","1/9/2023 12:21:11.90 PM","11.773783684","388.199188232","18.116537094"
"8786","1/9/2023 12:21:11.91 PM","11.773783684","388.199188232","18.116537094"
"8787","1/9/2023 12:21:11.92 PM","11.773783684","388.199188232","18.116537094"
"8788","1/9/2023 12:21:11.93 PM","11.773783684","388.199188232","18.116537094"
"8789","1/9/2023 12:21:11.94 PM","11.773783684","388.199188232","18.053827286"
"8790","1/9/2023 12:21:11.95 PM","11.773783684","388.199188232","18.053827286"
"8791","1/9/2023 12:21:11.96 PM","11.773783684","388.199188232","18.053827286"
"8792","1/9/2023 12:21:11.97 PM","11.773783684","388.199188232","18.053827286"
"8793","1/9/2023 12:21:11.98 PM","11.773783684","388.199188232","18.053827286"
"8794","1/9/2023 12:21:11.99 PM","11.773783684","388.199188232","18.053827286"
"8795","1/9/2023 12:21:12.00 PM","11.773783684","388.199188232","18.053827286"
"8796","1/9/2023 12:21:12.01 PM","11.773783684","388.199188232","18.053827286"
"8797","1/9/2023 12:21:12.02 PM","11.773783684","388.199188232","18.053827286"
"8798","1/9/2023 12:21:12.03 PM","11.773783684","388.199188232","18.053827286"
"8799","1/9/2023 12:21:12.04 PM","11.773783684","388.199188232","18.053827286"
"8800","1/9/2023 12:21:12.05 PM","11.773783684","388.199188232","18.053827286"
"8801","1/9/2023 12:21:12.06 PM","11.773783684","388.199188232","18.053827286"
"8802","1/9/2023 12:21:12.07 PM","11.773783684","388.199188232","18.053827286"
"8803","1/9/2023 12:21:12.08 PM","11.773783684","388.199188232","18.053827286"
"8804","1/9/2023 12:21:12.09 PM","11.773783684","388.199188232","18.053827286"
"8805","1/9/2023 12:21:12.10 PM","11.788699150","388.199188232","18.053827286"
"8806","1/9/2023 12:21:12.11 PM","11.788699150","388.199188232","18.053827286"
"8807","1/9/2023 12:21:12.12 PM","11.788699150","388.199188232","18.053827286"
"8808","1/9/2023 12:21:12.13 PM","11.788699150","388.199188232","18.053827286"
"8809","1/9/2023 12:21:12.14 PM","11.788699150","388.199188232","18.053827286"
"8810","1/9/2023 12:21:12.15 PM","11.788699150","387.755737305","18.053827286"
"8811","1/9/2023 12:21:12.16 PM","11.788699150","387.755737305","18.053827286"
"8812","1/9/2023 12:21:12.17 PM","11.788699150","387.755737305","18.053827286"
"8813","1/9/2023 12:21:12.18 PM","11.788699150","387.755737305","18.053827286"
"8814","1/9/2023 12:21:12.19 PM","11.788699150","387.755737305","18.053827286"
"8815","1/9/2023 12:21:12.20 PM","11.788699150","387.755737305","18.015058517"
"8816","1/9/2023 12:21:12.21 PM","11.788699150","387.755737305","18.015058517"
"8817","1/9/2023 12:21:12.22 PM","11.788699150","387.755737305","18.015058517"
"8818","1/9/2023 12:21:12.23 PM","11.788699150","387.755737305","18.015058517"
"8819","1/9/2023 12:21:12.24 PM","11.788699150","387.755737305","18.015058517"
"8820","1/9/2023 12:21:12.25 PM","11.788699150","387.755737305","18.015058517"
"8821","1/9/2023 12:21:12.26 PM","11.788699150","387.755737305","18.015058517"
"8822","1/9/2023 12:21:12.27 PM","11.788699150","387.755737305","18.015058517"
"8823","1/9/2023 12:21:12.28 PM","11.788699150","387.755737305","18.015058517"
"8824","1/9/2023 12:21:12.29 PM","11.788699150","387.755737305","18.015058517"
"8825","1/9/2023 12:21:12.30 PM","11.788699150","387.755737305","18.015058517"
"8826","1/9/2023 12:21:12.31 PM","11.788699150","387.755737305","18.015058517"
"8827","1/9/2023 12:21:12.32 PM","11.788699150","387.755737305","18.015058517"
"8828","1/9/2023 12:21:12.33 PM","11.788699150","387.755737305","18.015058517"
"8829","1/9/2023 12:21:12.34 PM","11.788699150","387.755737305","18.015058517"
"8830","1/9/2023 12:21:12.35 PM","11.788699150","387.755737305","18.015058517"
"8831","1/9/2023 12:21:12.36 PM","11.805623055","387.755737305","18.015058517"
"8832","1/9/2023 12:21:12.37 PM","11.805623055","387.755737305","18.015058517"
"8833","1/9/2023 12:21:12.38 PM","11.805623055","387.755737305","18.015058517"
"8834","1/9/2023 12:21:12.39 PM","11.805623055","387.755737305","18.015058517"
"8835","1/9/2023 12:21:12.40 PM","11.805623055","387.755737305","18.015058517"
"8836","1/9/2023 12:21:12.41 PM","11.805623055","387.755737305","18.015058517"
"8837","1/9/2023 12:21:12.42 PM","11.805623055","387.332122803","18.015058517"
"8838","1/9/2023 12:21:12.43 PM","11.805623055","387.332122803","18.015058517"
"8839","1/9/2023 12:21:12.44 PM","11.805623055","387.332122803","18.015058517"
"8840","1/9/2023 12:21:12.45 PM","11.805623055","387.332122803","18.015058517"
"8841","1/9/2023 12:21:12.46 PM","11.805623055","387.332122803","18.015058517"
"8842","1/9/2023 12:21:12.47 PM","11.805623055","387.332122803","17.944694519"
"8843","1/9/2023 12:21:12.48 PM","11.805623055","387.332122803","17.944694519"
"8844","1/9/2023 12:21:12.49 PM","11.805623055","387.332122803","17.944694519"
"8845","1/9/2023 12:21:12.50 PM","11.805623055","387.332122803","17.944694519"
"8846","1/9/2023 12:21:12.51 PM","11.805623055","387.332122803","17.944694519"
"8847","1/9/2023 12:21:12.52 PM","11.805623055","387.332122803","17.944694519"
"8848","1/9/2023 12:21:12.53 PM","11.805623055","387.332122803","17.944694519"
"8849","1/9/2023 12:21:12.54 PM","11.805623055","387.332122803","17.944694519"
"8850","1/9/2023 12:21:12.55 PM","11.805623055","387.332122803","17.944694519"
"8851","1/9/2023 12:21:12.56 PM","11.805623055","387.332122803","17.944694519"
"8852","1/9/2023 12:21:12.57 PM","11.805623055","387.332122803","17.944694519"
"8853","1/9/2023 12:21:12.58 PM","11.805623055","387.332122803","17.944694519"
"8854","1/9/2023 12:21:12.59 PM","11.805623055","387.332122803","17.944694519"
"8855","1/9/2023 12:21:12.60 PM","11.805623055","387.332122803","17.944694519"
"8856","1/9/2023 12:21:12.61 PM","11.805623055","387.332122803","17.944694519"
"8857","1/9/2023 12:21:12.62 PM","11.805623055","387.332122803","17.944694519"
"8858","1/9/2023 12:21:12.63 PM","11.808308601","387.332122803","17.944694519"
"8859","1/9/2023 12:21:12.64 PM","11.808308601","387.332122803","17.944694519"
"8860","1/9/2023 12:21:12.65 PM","11.808308601","387.332122803","17.944694519"
"8861","1/9/2023 12:21:12.66 PM","11.808308601","387.332122803","17.944694519"
"8862","1/9/2023 12:21:12.67 PM","11.808308601","387.332122803","17.944694519"
"8863","1/9/2023 12:21:12.68 PM","11.808308601","387.332122803","17.944694519"
"8864","1/9/2023 12:21:12.69 PM","11.808308601","386.992126465","17.944694519"
"8865","1/9/2023 12:21:12.70 PM","11.808308601","386.992126465","17.944694519"
