,Engine Address,Message Descriptor,Sequence Number,Data byte count,RPM (setpoint),RPM (setpoint %),RPM (actual),RPM (actual %),EGT,Pump Volts (setpoint),Pump Volts (actual),State,Battery Volts,Battery Volt Level %,Battery Current,Airspeed,PWM-THR,PWM-AUX,CRC16_Given,CRC16_Calculated
0,1,1,1,26,0,0.0,0,0.0,24.0,0.0,0.0,0,11.370000000000001,100.0,0.19,0.0,0.0,0.0,47268,47268
1,1,1,1,26,0,0.0,0,0.0,24.0,0.0,0.0,15,11.370000000000001,100.0,0.19,0.0,0.0,0.0,12496,12496
2,1,1,1,26,0,0.0,30,0.0,24.0,0.0,0.0,15,11.370000000000001,100.0,1.99,0.0,0.0,0.0,62144,62144
3,1,1,1,26,0,0.0,50,0.0,24.0,0.0,0.0,15,11.370000000000001,100.0,1.99,0.0,0.0,0.0,16808,16808
4,1,1,2,26,0,0.0,100,0.0,24.0,0.0,0.0,15,11.36,100.0,2.7600000000000002,0.0,0.0,0.0,56778,56778
5,1,1,2,26,0,0.0,130,0.0,23.900000000000002,0.0,0.0,15,11.35,100.0,3.25,0.0,0.0,0.0,13294,13294
6,1,1,2,26,0,0.0,140,0.0,23.900000000000002,0.0,0.0,15,11.35,100.0,3.25,0.0,0.0,0.0,27226,27226
7,1,1,2,26,0,0.0,140,0.0,23.900000000000002,0.0,0.0,15,11.34,100.0,3.22,0.0,0.0,0.0,33125,33125
8,1,1,2,26,0,0.0,140,0.0,23.900000000000002,0.0,0.0,15,11.34,100.0,3.22,0.0,0.0,0.0,33125,33125
9,1,1,2,26,0,0.0,130,0.0,23.900000000000002,0.0,0.0,15,11.33,100.0,3.0700000000000003,0.0,0.0,0.0,8737,8737
10,1,1,2,26,0,0.0,130,0.0,23.900000000000002,0.0,0.0,15,11.33,100.0,3.0700000000000003,0.0,0.0,0.0,8737,8737
11,1,1,2,26,0,0.0,130,0.0,24.1,0.0,0.0,15,11.32,100.0,3.2,0.0,0.0,0.0,24479,24479
12,1,1,2,26,0,0.0,130,0.0,24.1,0.0,0.0,15,11.32,100.0,3.2,0.0,0.0,0.0,24479,24479
13,1,1,2,26,0,0.0,130,0.0,24.1,0.0,0.0,15,11.32,100.0,3.0100000000000002,0.0,0.0,0.0,54613,54613
14,1,1,2,26,0,0.0,130,0.0,24.3,0.0,0.0,15,11.31,100.0,3.15,0.0,0.0,0.0,56506,56506
15,1,1,2,26,0,0.0,140,0.0,24.3,0.0,0.0,15,11.31,100.0,3.15,0.0,0.0,0.0,34062,34062
16,1,1,2,26,0,0.0,160,0.0,24.200000000000003,0.0,0.0,15,11.3,100.0,3.06,0.0,0.0,0.0,38645,38645
17,1,1,2,26,0,0.0,200,0.0,24.200000000000003,0.0,0.0,15,11.3,100.0,3.06,0.0,0.0,0.0,19269,19269
18,1,1,2,26,0,0.0,240,0.0,24.1,0.0,0.0,15,11.3,100.0,3.15,0.0,0.0,0.0,21676,21676
19,1,1,2,26,0,0.0,290,0.0,24.1,0.0,0.0,15,11.3,100.0,3.15,0.0,0.0,0.0,48752,48752
20,1,1,2,26,0,0.0,350,0.0,24.0,0.0,0.0,15,11.290000000000001,100.0,3.12,0.0,0.0,0.0,49524,49524
21,1,1,2,26,0,0.0,400,0.0,24.0,0.0,0.0,15,11.290000000000001,100.0,3.12,0.0,0.0,0.0,11185,11185
22,1,1,2,26,0,0.0,510,0.0,24.0,0.0,0.0,15,11.28,100.0,3.1,0.0,0.0,0.0,1409,1409
