,Engine Address,Message Descriptor,Sequence Number,Data byte count,RPM (setpoint),RPM (setpoint %),RPM (actual),RPM (actual %),EGT,Pump Volts (setpoint),Pump Volts (actual),State,Battery Volts,Battery Volt Level %,Battery Current,Airspeed,PWM-THR,PWM-AUX,CRC16_Given,CRC16_Calculated
0,1,1,1,26,0,0.0,3030,0.0,207.0,0.0,0.0,8,12.16,14.5,0.7000000000000001,0.0,0.0,0.0,50887,50887
1,1,1,1,26,0,0.0,3030,0.0,207.0,0.0,0.0,8,12.16,14.5,0.7000000000000001,0.0,0.0,0.0,50887,50887
2,1,1,1,26,0,0.0,3030,0.0,206.20000000000002,0.0,0.0,8,12.16,14.5,0.68,0.0,0.0,0.0,31205,31205
3,1,1,1,26,0,0.0,3030,0.0,206.20000000000002,0.0,0.0,8,12.16,14.5,0.68,0.0,0.0,0.0,31205,31205
4,1,1,1,26,0,0.0,3030,0.0,205.5,0.0,0.0,8,12.16,14.5,0.68,0.0,0.0,0.0,59794,59794
5,1,1,1,26,0,0.0,3030,0.0,205.5,0.0,0.0,8,12.16,14.5,0.68,0.0,0.0,0.0,59794,59794
6,1,1,1,26,0,0.0,3030,0.0,204.9,0.0,0.0,8,12.16,14.5,0.67,0.0,0.0,0.0,20136,20136
7,1,1,1,26,0,0.0,3030,0.0,204.9,0.0,0.0,8,12.16,14.5,0.67,0.0,0.0,0.0,20136,20136
8,1,1,1,26,0,0.0,3030,0.0,204.20000000000002,0.0,0.0,8,12.16,14.5,0.67,0.0,0.0,0.0,34486,34486
9,1,1,1,26,0,0.0,3030,0.0,204.20000000000002,0.0,0.0,8,12.16,14.5,0.67,0.0,0.0,0.0,34486,34486
10,1,1,1,26,0,0.0,3030,0.0,203.5,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,35092,35092
11,1,1,1,26,0,0.0,3020,0.0,203.5,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,48760,48760
12,1,1,1,26,0,0.0,3020,0.0,203.0,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,26322,26322
13,1,1,1,26,0,0.0,3020,0.0,203.0,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,26322,26322
14,1,1,1,26,0,0.0,3020,0.0,202.3,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,63141,63141
15,1,1,1,26,0,0.0,3020,0.0,202.3,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,63141,63141
16,1,1,1,26,0,0.0,3010,0.0,201.3,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,5716,5716
17,1,1,1,26,0,0.0,3010,0.0,200.60000000000002,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,42557,42557
18,1,1,1,26,0,0.0,3010,0.0,200.60000000000002,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,42557,42557
19,1,1,1,26,0,0.0,3010,0.0,200.10000000000002,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,54800,54800
20,1,1,1,26,0,0.0,3010,0.0,200.10000000000002,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,54800,54800
21,1,1,1,26,0,0.0,3010,0.0,199.70000000000002,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,7861,7861
22,1,1,1,26,0,0.0,3000,0.0,199.70000000000002,0.0,0.0,8,12.16,14.5,0.66,0.0,0.0,0.0,10713,10713
